BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2014;2.4;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2015;2.4;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2016;2.4;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2017;2.4;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2018;2.3;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2019;2.3;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2020;2.3;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2021;2.3;Anz.;Anzahl;
1724;Wahlkreis Werdenberg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2022;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2012;2.4;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2013;2.4;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2014;2.4;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2015;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2016;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2017;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2018;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2019;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2020;2.3;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2021;2.2;Anz.;Anzahl;
1725;Wahlkreis Sarganserland;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2022;2.2;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2012;2.4;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2013;2.4;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2014;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2015;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2016;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2017;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2018;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2019;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2020;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2021;2.3;Anz.;Anzahl;
1726;Wahlkreis See-Gaster;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2022;2.3;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2012;2.5;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2013;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2014;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2015;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2016;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2017;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2018;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2019;2.4;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2020;2.3;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2021;2.3;Anz.;Anzahl;
1727;Wahlkreis Toggenburg;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2022;2.3;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2012;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2013;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2014;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2015;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2016;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2017;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2018;2.4;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2019;2.3;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2020;2.3;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2021;2.3;Anz.;Anzahl;
1728;Wahlkreis Wil;Bevölkerung;Haushalte;null;98;Personen pro Privathaushalt  [Anz.];2022;2.3;Anz.;Anzahl;
